o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
1551,664,O,9739.3,1997-10-20,3-MEDIUM,Clerk#000000880,1,silent silent regular
1552,724,O,7099.91,1995-09-17,1-URGENT,Clerk#000000256,0,unusual quickly special final
1553,893,P,3839.31,1993-07-20,4-NOT SPECIFIED,Clerk#000000269,0,quickly final final carefully
1554,16,P,3015.84,1997-02-12,1-URGENT,Clerk#000000898,0,slyly carefully pending unusual
1555,861,F,9204.23,1995-04-02,2-HIGH,Clerk#000000713,1,unusual pending quickly blithely furiously
1556,815,P,10459.4,1993-03-31,1-URGENT,Clerk#000000288,1,slyly slyly carefully final
1557,734,P,5438.96,1998-03-10,4-NOT SPECIFIED,Clerk#000000927,0,blithely blithely slyly
1558,806,F,3787.14,1995-11-10,2-HIGH,Clerk#000000660,0,blithely furiously unusual silent express slyly carefully silent
1559,877,F,12033.02,1995-12-26,4-NOT SPECIFIED,Clerk#000000660,0,furiously pending regular slyly silent
1560,932,F,6928.79,1994-08-05,4-NOT SPECIFIED,Clerk#000000668,0,unusual blithely furiously carefully pending express pending unusual
1561,743,F,9165.45,1998-10-17,1-URGENT,Clerk#000000648,1,slyly unusual express silent
1562,717,P,3207.78,1997-12-25,3-MEDIUM,Clerk#000000402,1,express final final
1563,407,P,9412.31,1996-11-13,4-NOT SPECIFIED,Clerk#000000457,1,carefully slyly slyly
1564,423,F,10629.33,1994-01-15,5-LOW,Clerk#000000578,0,final carefully unusual carefully slyly special quickly
1565,195,P,11986.14,1995-01-21,5-LOW,Clerk#000000835,1,quickly carefully pending blithely
1566,111,O,7903.81,1993-02-28,4-NOT SPECIFIED,Clerk#000000016,1,unusual special pending express final special regular unusual
1567,363,P,7433.82,1993-10-02,5-LOW,Clerk#000000933,0,special regular pending
1568,448,F,8052.06,1996-05-04,2-HIGH,Clerk#000000048,1,furiously regular carefully unusual
1569,468,P,9989.82,1994-08-25,2-HIGH,Clerk#000000182,0,slyly pending quickly slyly express special carefully
1570,532,F,7508.91,1993-06-03,3-MEDIUM,Clerk#000000597,1,unusual final pending express blithely
1571,637,O,3467.93,1994-02-11,4-NOT SPECIFIED,Clerk#000000559,0,express quickly pending silent
1572,129,O,11553.85,1995-03-03,3-MEDIUM,Clerk#000000846,1,unusual unusual regular pending carefully express quickly unusual
1573,255,F,3272.09,1997-06-09,4-NOT SPECIFIED,Clerk#000000435,1,special quickly express express special special
1574,562,O,8126.85,1996-02-03,3-MEDIUM,Clerk#000000202,1,regular special final quickly
1575,205,O,6891.63,1996-01-15,1-URGENT,Clerk#000000468,0,quickly silent final final slyly
1576,380,F,6704.88,1997-01-04,1-URGENT,Clerk#000000490,1,unusual furiously quickly pending regular quickly quickly
1577,165,P,9935.3,1995-06-22,2-HIGH,Clerk#000000698,0,furiously express final quickly
1578,521,O,6806.34,1996-03-10,5-LOW,Clerk#000000927,1,final unusual carefully final carefully furiously
1579,691,O,6747.06,1995-06-14,3-MEDIUM,Clerk#000000982,0,blithely furiously regular furiously special quickly pending
1580,323,P,8710.7,1994-02-09,3-MEDIUM,Clerk#000000172,0,quickly pending express unusual
1581,608,O,8441.47,1998-12-25,3-MEDIUM,Clerk#000000614,1,slyly carefully slyly pending regular special
1582,984,P,6796.71,1993-03-13,3-MEDIUM,Clerk#000000321,0,pending express slyly blithely special
1583,470,P,6238.21,1997-11-30,5-LOW,Clerk#000000896,1,carefully slyly unusual
1584,587,P,5645.47,1994-06-15,2-HIGH,Clerk#000000125,1,pending regular quickly unusual express pending quickly quickly
1585,331,F,5642.76,1995-10-08,4-NOT SPECIFIED,Clerk#000000167,1,special pending quickly quickly final pending special furiously
1586,179,P,8497.55,1998-07-07,1-URGENT,Clerk#000000221,1,pending silent furiously
1587,535,P,2535.2,1996-11-10,3-MEDIUM,Clerk#000000374,1,quickly regular final special final special silent
1588,880,P,12181.09,1997-06-08,4-NOT SPECIFIED,Clerk#000000725,0,regular furiously express
1589,414,P,9156.11,1995-09-12,1-URGENT,Clerk#000000633,0,final slyly special blithely final
1590,140,O,6944.97,1995-12-16,1-URGENT,Clerk#000000406,0,quickly quickly blithely silent silent regular
1591,583,F,7183.26,1995-03-29,5-LOW,Clerk#000000209,1,quickly pending regular quickly
1592,245,F,9787.5,1998-08-08,4-NOT SPECIFIED,Clerk#000000098,1,furiously final regular regular
1593,621,F,5811.68,1995-11-21,5-LOW,Clerk#000000261,0,final regular silent slyly final pending
1594,148,P,12035.01,1994-10-14,1-URGENT,Clerk#000000712,0,special furiously blithely unusual carefully furiously silent
1595,493,O,10483.55,1998-03-06,3-MEDIUM,Clerk#000000909,0,furiously silent carefully pending
1596,265,F,9363.08,1998-05-17,3-MEDIUM,Clerk#000000370,0,unusual unusual blithely pending slyly silent
1597,565,O,6742.44,1995-11-30,4-NOT SPECIFIED,Clerk#000000694,1,pending carefully pending silent carefully special special blithely
1598,696,P,3625.54,1997-08-03,5-LOW,Clerk#000000764,1,furiously final express regular carefully carefully final
1599,993,P,4488.43,1997-10-29,2-HIGH,Clerk#000000890,0,pending special regular final furiously special special
1600,118,P,2458.24,1998-02-20,3-MEDIUM,Clerk#000000245,0,quickly quickly special slyly carefully express
1601,517,P,3440.95,1996-05-21,3-MEDIUM,Clerk#000000735,0,furiously pending special special special slyly
1602,463,O,8211.69,1994-03-27,2-HIGH,Clerk#000000538,1,blithely express furiously furiously slyly express special blithely
1603,885,O,6322.36,1998-07-14,1-URGENT,Clerk#000000537,0,blithely regular express quickly regular blithely furiously slyly
1604,131,P,11011.3,1997-05-19,5-LOW,Clerk#000000787,1,pending special unusual
1605,470,F,8700.27,1997-07-27,3-MEDIUM,Clerk#000000392,1,blithely special furiously regular
1606,98,O,8306.71,1995-12-11,3-MEDIUM,Clerk#000000728,1,carefully furiously blithely
1607,746,O,5041.27,1995-02-14,4-NOT SPECIFIED,Clerk#000000792,0,quickly carefully unusual regular
1608,383,P,9741.51,1995-01-18,1-URGENT,Clerk#000000260,1,express slyly pending regular final special blithely slyly
1609,83,F,8624.04,1993-03-01,2-HIGH,Clerk#000000122,1,furiously express regular pending special regular furiously carefully
1610,414,O,3709.69,1998-02-03,2-HIGH,Clerk#000000960,1,express final carefully slyly unusual unusual
1611,547,P,10971.93,1994-04-26,1-URGENT,Clerk#000000338,1,quickly express unusual blithely regular regular
1612,402,F,6366.86,1996-09-03,1-URGENT,Clerk#000000890,1,blithely quickly regular silent slyly slyly
1613,852,O,7991.63,1997-03-20,3-MEDIUM,Clerk#000000656,0,silent express pending slyly
1614,738,O,4004.52,1993-07-27,3-MEDIUM,Clerk#000000306,0,final regular pending silent
1615,531,F,5594.36,1995-05-15,3-MEDIUM,Clerk#000000152,1,blithely pending express pending
1616,219,F,6443.01,1994-05-02,3-MEDIUM,Clerk#000000067,0,pending final express slyly
1617,16,P,10292.46,1998-02-03,1-URGENT,Clerk#000000967,0,silent blithely blithely unusual unusual silent slyly blithely
1618,746,O,9007.64,1998-04-14,2-HIGH,Clerk#000000284,0,carefully silent furiously slyly pending silent express
1619,547,O,8904.29,1993-12-13,3-MEDIUM,Clerk#000000360,1,carefully slyly unusual blithely furiously blithely silent
1620,85,P,5491.52,1994-03-29,5-LOW,Clerk#000000880,0,unusual furiously silent special
1621,704,P,9376.35,1995-12-12,4-NOT SPECIFIED,Clerk#000000336,1,final carefully pending final silent blithely furiously
1622,341,P,6619.8,1994-06-08,2-HIGH,Clerk#000000273,1,slyly pending unusual pending regular express pending
1623,505,F,8445.63,1997-04-06,1-URGENT,Clerk#000000890,1,regular special pending
1624,61,O,6017.76,1995-01-06,4-NOT SPECIFIED,Clerk#000000332,1,pending unusual final pending furiously furiously slyly regular
1625,638,O,8611.66,1994-09-10,1-URGENT,Clerk#000000055,1,carefully blithely carefully pending special blithely
1626,890,O,9291.45,1995-05-25,1-URGENT,Clerk#000000502,0,final silent pending unusual blithely
1627,232,O,4107.4,1998-03-17,5-LOW,Clerk#000000098,1,silent regular furiously blithely express regular furiously furiously
1628,857,P,8043.82,1993-04-23,3-MEDIUM,Clerk#000000285,0,unusual slyly regular express final express
1629,668,O,4482.25,1994-05-06,4-NOT SPECIFIED,Clerk#000000394,0,pending silent furiously
1630,846,F,11164.84,1993-02-11,1-URGENT,Clerk#000000911,1,pending express pending silent express silent carefully
1631,98,F,9199.28,1996-09-10,3-MEDIUM,Clerk#000000850,0,final final final blithely pending special blithely quickly
1632,751,O,8612.73,1998-08-10,3-MEDIUM,Clerk#000000279,1,silent unusual carefully express blithely express express special
1633,977,O,5244.04,1996-06-11,2-HIGH,Clerk#000000095,1,final quickly express unusual quickly silent pending unusual
1634,959,P,7756.0,1994-03-04,2-HIGH,Clerk#000000115,0,pending pending express
1635,362,O,1789.18,1997-11-26,3-MEDIUM,Clerk#000000848,1,carefully quickly carefully silent
1636,634,P,9092.58,1994-12-30,1-URGENT,Clerk#000000581,1,unusual regular furiously pending silent carefully
1637,291,F,3949.32,1994-09-24,5-LOW,Clerk#000000943,1,unusual silent regular carefully
1638,408,O,6690.57,1996-02-22,4-NOT SPECIFIED,Clerk#000000903,1,quickly blithely express express unusual
1639,764,P,6783.92,1993-03-16,2-HIGH,Clerk#000000619,0,express carefully pending quickly pending express
1640,40,F,8687.43,1994-04-22,4-NOT SPECIFIED,Clerk#000000576,1,furiously regular silent carefully
1641,211,O,3352.16,1998-01-23,1-URGENT,Clerk#000000449,0,express silent slyly silent
1642,344,P,6153.46,1993-08-23,4-NOT SPECIFIED,Clerk#000000563,0,unusual express silent
1643,284,F,6308.67,1996-05-11,1-URGENT,Clerk#000000574,1,final furiously express regular
1644,492,P,9663.67,1995-06-11,3-MEDIUM,Clerk#000000117,0,slyly slyly blithely pending
1645,767,O,9602.06,1995-12-27,5-LOW,Clerk#000000758,0,carefully express slyly unusual furiously
1646,926,P,10176.44,1997-06-21,3-MEDIUM,Clerk#000000619,1,special final silent
1647,801,P,8866.82,1993-07-08,1-URGENT,Clerk#000000319,1,blithely furiously express carefully
1648,346,O,4435.16,1996-07-19,4-NOT SPECIFIED,Clerk#000000019,1,slyly quickly quickly express carefully
1649,767,P,5681.24,1996-06-11,2-HIGH,Clerk#000000625,0,blithely furiously slyly slyly silent
1650,483,P,7800.92,1998-02-22,1-URGENT,Clerk#000000867,0,silent quickly quickly silent special pending express
1651,130,F,7024.12,1998-03-20,1-URGENT,Clerk#000000545,0,final special pending final express
1652,455,F,7443.75,1994-03-27,3-MEDIUM,Clerk#000000990,0,blithely quickly slyly quickly regular
1653,117,F,10571.49,1995-04-26,1-URGENT,Clerk#000000521,1,special pending slyly
1654,546,O,3332.14,1996-06-14,2-HIGH,Clerk#000000366,0,final blithely express
1655,713,P,10444.62,1997-04-10,4-NOT SPECIFIED,Clerk#000000304,0,carefully silent unusual furiously quickly regular carefully
1656,223,O,7155.24,1993-04-20,1-URGENT,Clerk#000000092,0,furiously blithely quickly silent
1657,1000,O,1637.55,1996-12-13,5-LOW,Clerk#000000282,0,regular final special pending
1658,245,P,11477.5,1997-01-29,2-HIGH,Clerk#000000823,1,pending quickly blithely furiously carefully express
1659,92,P,6462.11,1996-02-20,1-URGENT,Clerk#000000271,1,express regular special slyly blithely unusual
1660,167,O,7904.79,1998-08-15,1-URGENT,Clerk#000000689,1,silent final pending furiously express unusual
1661,23,O,6560.66,1993-03-31,2-HIGH,Clerk#000000802,1,silent carefully regular pending express
1662,107,F,10026.47,1995-05-07,5-LOW,Clerk#000000189,0,special special furiously special express final
1663,777,F,5417.6,1995-12-30,4-NOT SPECIFIED,Clerk#000000866,0,quickly furiously slyly quickly
1664,213,P,8639.58,1995-12-20,3-MEDIUM,Clerk#000000179,0,express furiously final furiously blithely carefully regular unusual
1665,495,F,7170.31,1996-02-10,3-MEDIUM,Clerk#000000719,0,blithely special blithely furiously final quickly silent pending
1666,490,F,5869.85,1998-02-10,3-MEDIUM,Clerk#000000811,0,pending carefully furiously slyly pending special final unusual
1667,636,O,8848.16,1998-11-25,4-NOT SPECIFIED,Clerk#000000269,1,quickly quickly silent regular express express silent
1668,756,F,9413.9,1994-01-03,1-URGENT,Clerk#000000622,1,silent carefully special blithely express pending
1669,213,F,11718.16,1998-10-13,2-HIGH,Clerk#000000824,0,final unusual carefully pending silent
1670,964,F,6609.29,1994-01-08,5-LOW,Clerk#000000820,0,special pending quickly regular regular
1671,228,F,6758.86,1993-12-23,3-MEDIUM,Clerk#000000522,1,slyly blithely regular pending furiously silent
1672,739,O,9355.54,1996-12-13,3-MEDIUM,Clerk#000000088,1,quickly carefully special special blithely
1673,463,P,10332.79,1994-04-11,4-NOT SPECIFIED,Clerk#000000794,0,slyly express silent carefully blithely furiously final
1674,721,F,7021.69,1993-04-24,1-URGENT,Clerk#000000186,1,unusual unusual slyly
1675,323,F,9468.8,1995-06-14,2-HIGH,Clerk#000000801,1,unusual quickly blithely carefully carefully
1676,691,F,4022.15,1996-10-19,2-HIGH,Clerk#000000568,1,blithely furiously final blithely slyly silent quickly
1677,438,O,7503.56,1993-02-16,3-MEDIUM,Clerk#000000990,0,final blithely blithely regular carefully slyly
1678,373,P,9179.89,1995-06-14,2-HIGH,Clerk#000000610,0,special blithely silent
1679,786,O,5105.69,1993-12-10,3-MEDIUM,Clerk#000000208,1,quickly final slyly slyly express unusual
1680,863,F,5874.83,1993-03-12,4-NOT SPECIFIED,Clerk#000000322,0,special regular slyly quickly carefully pending special
1681,819,F,5087.07,1996-08-30,4-NOT SPECIFIED,Clerk#000000106,0,final slyly blithely blithely express quickly carefully final
1682,141,F,4452.84,1995-07-13,2-HIGH,Clerk#000000112,1,quickly furiously quickly
1683,94,O,12324.63,1994-04-24,5-LOW,Clerk#000000515,0,regular silent furiously carefully final final
1684,195,O,6682.26,1995-06-27,5-LOW,Clerk#000000758,1,regular special pending regular
1685,874,F,3462.13,1997-03-02,4-NOT SPECIFIED,Clerk#000000592,0,carefully slyly slyly quickly quickly
1686,595,F,9061.84,1994-08-09,1-URGENT,Clerk#000000171,0,special express slyly express pending unusual silent quickly
1687,195,P,11409.88,1994-05-21,1-URGENT,Clerk#000000804,0,quickly slyly unusual furiously final
1688,676,O,3365.35,1995-06-22,4-NOT SPECIFIED,Clerk#000000669,0,quickly blithely silent pending express carefully
1689,354,O,8050.09,1993-01-06,1-URGENT,Clerk#000000569,1,regular final blithely blithely
1690,605,O,5788.1,1996-03-22,2-HIGH,Clerk#000000701,0,pending silent regular special
1691,73,P,11426.04,1995-01-20,3-MEDIUM,Clerk#000000798,1,blithely quickly silent pending express
1692,2,F,9089.7,1995-10-01,2-HIGH,Clerk#000000597,1,pending blithely carefully unusual regular carefully pending slyly
1693,897,P,7092.07,1995-08-25,3-MEDIUM,Clerk#000000668,1,regular quickly blithely
1694,241,F,8920.3,1993-08-04,5-LOW,Clerk#000000284,1,blithely furiously quickly
1695,941,P,8572.77,1998-12-22,4-NOT SPECIFIED,Clerk#000000117,1,pending pending carefully
1696,311,O,10264.07,1996-12-04,4-NOT SPECIFIED,Clerk#000000966,0,final silent final carefully pending final
1697,501,O,5780.21,1995-05-28,5-LOW,Clerk#000000639,0,special unusual pending pending
1698,165,P,4050.35,1993-11-09,1-URGENT,Clerk#000000861,1,quickly silent slyly silent silent
1699,296,O,9405.72,1997-09-25,1-URGENT,Clerk#000000948,1,quickly unusual express slyly express blithely furiously
1700,778,F,6929.94,1996-08-18,3-MEDIUM,Clerk#000000169,0,special silent carefully pending express special
1701,491,F,8964.16,1993-08-08,2-HIGH,Clerk#000000391,0,regular furiously quickly
1702,738,P,9301.55,1993-11-13,1-URGENT,Clerk#000000199,0,regular final carefully carefully pending quickly
1703,35,P,6927.89,1995-02-20,3-MEDIUM,Clerk#000000868,1,slyly blithely express carefully slyly blithely slyly pending
1704,548,P,11975.1,1996-09-12,3-MEDIUM,Clerk#000000826,1,regular unusual final special furiously
1705,750,P,5772.26,1998-07-28,2-HIGH,Clerk#000000702,1,carefully silent final regular regular
1706,42,F,9051.35,1998-03-18,2-HIGH,Clerk#000000851,0,special quickly unusual
1707,215,O,7153.68,1997-01-30,3-MEDIUM,Clerk#000000653,1,regular regular furiously slyly regular blithely
1708,172,P,11234.01,1995-12-07,5-LOW,Clerk#000000107,0,special quickly unusual carefully special
1709,586,F,5667.05,1996-12-15,3-MEDIUM,Clerk#000000190,1,express silent pending final quickly express quickly
1710,738,F,8521.74,1994-06-14,2-HIGH,Clerk#000000836,0,regular special pending blithely special
1711,558,P,11044.56,1993-10-13,3-MEDIUM,Clerk#000000300,0,regular unusual unusual unusual pending unusual
1712,637,P,8268.15,1995-01-24,5-LOW,Clerk#000000600,1,regular blithely pending quickly furiously
1713,523,F,10416.49,1995-08-23,1-URGENT,Clerk#000000323,1,final regular furiously special regular pending carefully
1714,951,F,8595.61,1994-02-01,3-MEDIUM,Clerk#000000197,1,final pending pending quickly blithely blithely quickly special
1715,745,P,8319.64,1995-08-08,2-HIGH,Clerk#000000007,0,quickly furiously final blithely slyly furiously
1716,563,P,8326.05,1995-06-25,1-URGENT,Clerk#000000230,0,final express express regular carefully regular
1717,79,P,11589.58,1993-10-08,1-URGENT,Clerk#000000749,0,quickly slyly carefully blithely final carefully final final
1718,227,F,8992.81,1995-05-21,3-MEDIUM,Clerk#000000357,0,silent unusual pending
1719,296,O,9558.82,1996-12-02,2-HIGH,Clerk#000000620,1,blithely express unusual silent quickly regular slyly unusual
1720,516,F,12525.46,1996-02-01,2-HIGH,Clerk#000000097,0,special special slyly silent express final silent
1721,196,O,7451.9,1997-04-19,5-LOW,Clerk#000000405,1,unusual furiously carefully furiously carefully carefully
1722,569,P,9828.19,1993-04-07,2-HIGH,Clerk#000000420,0,quickly special unusual regular blithely furiously
1723,792,O,5608.65,1996-05-20,1-URGENT,Clerk#000000836,1,silent blithely pending express silent
1724,316,F,6320.67,1996-05-27,3-MEDIUM,Clerk#000000150,0,slyly express regular slyly silent
1725,342,P,9540.49,1998-02-07,4-NOT SPECIFIED,Clerk#000000866,0,quickly carefully express final carefully special blithely blithely
1726,173,F,7129.73,1998-12-31,3-MEDIUM,Clerk#000000121,1,blithely carefully express unusual
1727,503,F,8942.07,1997-02-19,3-MEDIUM,Clerk#000000941,0,unusual special carefully special furiously unusual
1728,822,P,5766.17,1998-05-05,3-MEDIUM,Clerk#000000206,1,furiously special blithely silent furiously furiously final
1729,164,P,8782.4,1994-08-11,3-MEDIUM,Clerk#000000360,0,blithely silent pending special furiously furiously
1730,10,P,4061.31,1996-05-06,5-LOW,Clerk#000000668,1,slyly express silent express blithely
1731,500,F,4673.77,1994-07-01,2-HIGH,Clerk#000000388,1,carefully unusual silent furiously furiously
1732,225,P,7700.04,1994-09-18,5-LOW,Clerk#000000970,1,regular final furiously regular pending furiously carefully
1733,444,O,7799.15,1995-06-23,5-LOW,Clerk#000000845,0,slyly unusual slyly
1734,805,F,6995.65,1998-06-08,4-NOT SPECIFIED,Clerk#000000124,0,carefully slyly quickly quickly
1735,203,F,4912.57,1997-12-03,1-URGENT,Clerk#000000795,0,final regular slyly slyly special unusual
1736,288,P,9830.73,1998-11-03,5-LOW,Clerk#000000315,0,blithely unusual final
1737,482,O,6615.2,1997-10-01,3-MEDIUM,Clerk#000000005,1,carefully unusual pending
1738,508,P,8522.89,1994-02-09,5-LOW,Clerk#000000055,0,final silent pending pending carefully pending pending blithely
1739,784,F,9676.39,1998-06-08,1-URGENT,Clerk#000000047,1,pending carefully unusual blithely
1740,667,O,9535.89,1998-11-28,3-MEDIUM,Clerk#000000744,1,silent unusual furiously carefully special furiously silent
1741,900,F,6164.64,1997-12-17,5-LOW,Clerk#000000621,1,special final final special
1742,491,O,9520.33,1993-04-14,2-HIGH,Clerk#000000075,1,final carefully special final
1743,71,P,8694.85,1996-03-25,2-HIGH,Clerk#000000096,0,furiously express regular
1744,141,P,7422.11,1993-04-18,2-HIGH,Clerk#000000288,1,blithely unusual silent special quickly slyly
1745,502,F,7752.39,1997-08-22,2-HIGH,Clerk#000000247,1,carefully final quickly
1746,795,F,8952.1,1996-04-04,3-MEDIUM,Clerk#000000863,1,special unusual silent blithely pending
1747,126,P,4992.63,1996-02-27,3-MEDIUM,Clerk#000000414,1,pending silent special
1748,661,F,5444.83,1994-05-13,5-LOW,Clerk#000000933,0,final quickly slyly special silent
1749,560,F,10613.59,1996-08-13,1-URGENT,Clerk#000000802,0,furiously special final final unusual
1750,601,P,8420.06,1998-05-23,3-MEDIUM,Clerk#000000013,1,slyly silent special regular final blithely
1751,643,P,8124.17,1994-03-14,2-HIGH,Clerk#000000162,0,pending unusual unusual unusual carefully quickly regular
1752,657,O,4704.53,1996-05-20,4-NOT SPECIFIED,Clerk#000000025,1,pending carefully blithely silent
1753,43,P,11745.48,1994-11-27,3-MEDIUM,Clerk#000000182,0,slyly express unusual final regular express express
1754,554,O,9046.16,1994-05-30,3-MEDIUM,Clerk#000000445,0,slyly regular regular
1755,340,F,7171.36,1993-05-14,1-URGENT,Clerk#000000660,1,express furiously express furiously blithely final pending
1756,824,O,5192.31,1998-04-08,3-MEDIUM,Clerk#000000281,1,express express express pending carefully furiously
1757,404,F,7842.55,1994-11-19,1-URGENT,Clerk#000000328,1,slyly blithely blithely silent furiously regular
1758,633,F,9182.91,1994-02-22,4-NOT SPECIFIED,Clerk#000000551,0,special unusual furiously final special blithely
1759,77,P,856.86,1997-07-20,2-HIGH,Clerk#000000031,1,blithely furiously regular furiously furiously quickly slyly furiously
1760,244,F,10586.32,1993-06-02,3-MEDIUM,Clerk#000000368,0,silent unusual final furiously
1761,172,F,4951.98,1997-10-02,5-LOW,Clerk#000000415,1,carefully furiously furiously
1762,542,P,11700.61,1996-07-24,2-HIGH,Clerk#000000794,0,express blithely pending furiously carefully
1763,799,F,7048.96,1994-09-13,3-MEDIUM,Clerk#000000449,0,final slyly slyly regular furiously
1764,288,O,2745.8,1998-07-09,4-NOT SPECIFIED,Clerk#000000736,1,silent special blithely
1765,696,P,7732.41,1993-12-15,4-NOT SPECIFIED,Clerk#000000307,1,slyly furiously pending
1766,961,F,6987.13,1996-02-06,1-URGENT,Clerk#000000836,0,silent special silent express
1767,357,F,7498.9,1995-06-23,2-HIGH,Clerk#000000290,0,special blithely pending regular slyly silent
1768,459,F,5301.96,1996-12-14,3-MEDIUM,Clerk#000000323,0,carefully regular unusual unusual slyly special carefully carefully
1769,117,O,11351.8,1993-05-09,4-NOT SPECIFIED,Clerk#000000115,0,blithely express special blithely unusual quickly slyly regular
1770,949,O,7229.16,1998-06-04,4-NOT SPECIFIED,Clerk#000000391,1,pending special silent special quickly carefully blithely pending
1771,701,P,10587.37,1998-12-17,5-LOW,Clerk#000000797,0,regular regular quickly
1772,556,F,10872.98,1995-08-28,1-URGENT,Clerk#000000368,0,blithely silent furiously pending
1773,918,F,6432.62,1996-05-21,2-HIGH,Clerk#000000658,0,express final silent unusual
1774,911,F,11491.53,1998-09-01,2-HIGH,Clerk#000000829,0,slyly final express
1775,65,O,3439.62,1995-04-14,3-MEDIUM,Clerk#000000217,1,express silent slyly
1776,258,O,6846.95,1996-03-13,5-LOW,Clerk#000000136,0,slyly silent special unusual quickly furiously regular
1777,92,O,6517.53,1997-11-04,4-NOT SPECIFIED,Clerk#000000310,0,special furiously regular blithely
1778,114,O,3743.54,1998-07-02,2-HIGH,Clerk#000000139,1,silent express blithely blithely pending special express pending
1779,213,F,10891.53,1996-04-07,4-NOT SPECIFIED,Clerk#000000067,0,quickly final slyly express express unusual pending
1780,778,P,2629.71,1997-12-19,1-URGENT,Clerk#000000366,0,special unusual special regular quickly unusual
1781,456,P,6462.49,1996-03-02,2-HIGH,Clerk#000000067,0,pending regular special unusual blithely
1782,41,O,6694.13,1993-07-07,5-LOW,Clerk#000000166,1,carefully furiously carefully silent quickly
1783,915,O,12121.99,1997-02-03,4-NOT SPECIFIED,Clerk#000000191,1,quickly carefully quickly blithely
1784,933,F,4277.86,1998-04-09,5-LOW,Clerk#000000327,0,express blithely slyly final unusual slyly
1785,537,P,10484.88,1995-09-23,4-NOT SPECIFIED,Clerk#000000855,1,quickly special special special slyly silent silent unusual
1786,886,O,4108.12,1994-07-05,3-MEDIUM,Clerk#000000153,0,furiously express blithely furiously special
1787,516,F,4465.12,1996-05-18,1-URGENT,Clerk#000000982,1,final regular pending carefully slyly silent silent
1788,109,P,9462.69,1994-04-28,3-MEDIUM,Clerk#000000036,1,unusual silent furiously pending regular
1789,138,P,4704.68,1997-10-29,2-HIGH,Clerk#000000601,1,slyly furiously carefully slyly quickly pending
1790,989,P,8401.81,1994-09-13,3-MEDIUM,Clerk#000000855,1,express quickly silent pending special special regular special
1791,316,P,10208.21,1994-11-12,5-LOW,Clerk#000000386,1,furiously blithely final
1792,347,O,6429.98,1994-12-16,4-NOT SPECIFIED,Clerk#000000964,1,carefully regular pending slyly special silent
1793,3,O,9201.12,1995-06-06,3-MEDIUM,Clerk#000000474,1,final regular final slyly slyly slyly silent
1794,622,F,4453.37,1996-11-28,1-URGENT,Clerk#000000816,1,silent special pending unusual pending special
1795,947,P,6418.43,1998-12-09,4-NOT SPECIFIED,Clerk#000000529,1,final silent furiously silent unusual silent pending blithely
1796,377,O,12166.17,1996-05-23,3-MEDIUM,Clerk#000000357,1,pending carefully special
1797,590,O,4468.81,1997-03-01,5-LOW,Clerk#000000287,1,furiously unusual silent pending carefully special quickly furiously
1798,108,P,7663.01,1993-03-01,4-NOT SPECIFIED,Clerk#000000063,0,regular special express slyly unusual
1799,427,P,8663.51,1997-09-16,4-NOT SPECIFIED,Clerk#000000975,0,furiously final slyly pending pending express slyly pending
1800,168,P,9299.17,1998-08-07,5-LOW,Clerk#000000961,1,carefully silent unusual silent pending
1801,502,P,4415.63,1994-07-05,2-HIGH,Clerk#000000051,1,pending carefully express unusual express
1802,159,P,9081.77,1998-03-19,2-HIGH,Clerk#000000189,1,regular quickly regular quickly pending blithely slyly final
1803,990,F,3409.59,1997-04-04,3-MEDIUM,Clerk#000000523,1,final blithely furiously
1804,991,O,9344.51,1998-02-17,2-HIGH,Clerk#000000434,1,special quickly quickly furiously
1805,504,F,8959.03,1993-05-19,1-URGENT,Clerk#000000436,0,slyly slyly regular carefully silent furiously carefully
1806,708,O,4684.34,1998-05-29,1-URGENT,Clerk#000000641,1,regular express unusual blithely regular carefully carefully furiously
1807,32,P,8958.29,1997-06-12,1-URGENT,Clerk#000000775,1,silent silent blithely blithely special furiously carefully quickly
1808,229,P,7186.26,1998-04-11,1-URGENT,Clerk#000000614,0,pending unusual special special slyly
1809,625,F,7047.63,1996-02-26,2-HIGH,Clerk#000000561,1,regular silent blithely
1810,795,F,620.9,1996-10-29,5-LOW,Clerk#000000068,1,pending slyly unusual slyly blithely special express unusual
1811,803,F,9857.6,1998-11-16,1-URGENT,Clerk#000000940,0,unusual final pending pending final
1812,229,F,7922.66,1996-12-06,1-URGENT,Clerk#000000725,1,quickly unusual carefully blithely furiously carefully
1813,729,O,1809.85,1998-04-17,2-HIGH,Clerk#000000873,1,blithely regular blithely pending
1814,543,P,8530.87,1998-08-04,3-MEDIUM,Clerk#000000547,1,slyly final express final blithely quickly slyly carefully
1815,872,O,8965.07,1996-03-08,4-NOT SPECIFIED,Clerk#000000930,0,final slyly carefully silent silent carefully
1816,922,P,6257.96,1996-05-08,2-HIGH,Clerk#000000587,0,final slyly blithely final quickly express
1817,713,F,7664.85,1995-02-03,4-NOT SPECIFIED,Clerk#000000847,0,pending silent blithely
1818,676,O,9255.67,1996-04-28,4-NOT SPECIFIED,Clerk#000000522,0,unusual regular express silent silent pending
1819,876,O,7733.51,1995-08-01,5-LOW,Clerk#000000094,0,furiously slyly carefully carefully express furiously quickly unusual
